complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
HB135420,508444,AFH,12/17/2013,"On or about December 18, 2013, it was alleged that Reported Perpetrator (RP) failed to provide a safe environment for Reported Victim (RV). RP was aware that RV was a fall risk prior to RV being admitted to the adult foster home (AFH). On 10/5/2013 RV was found on the floor next to his/her bed at the AFH. RV was transported to the emergency room and was found to have a urinary tract infection and a broken hip. RV was discharged to a skilled nursing facility. RV had multiple falls while at the nursing facility. RP placed a tab alarm on RV after he/she returned to the AFH on 11/5/2013. On 11/9/2013 RV fell in his/her room and sustained a skin tear on his/her arm and face. RP placed a pad next to RV's bed after this incident. On 12/15/2013, RV fell in te living room area of the AFH. RV did not show signs of injury or pain. The following day RV was transported to the emergency room due to altered mental status. RV was found to have a urinary tract infection and a pelvic fracture. RV fell while at the hospital and sustained a bruise. RV was discharged back to the AFH on 12/21/2013. The licensee failed adequately care plan related to RV's falls.",2,,,,Neglect
CO11071,508464,AFH,5/26/2011,provider failed to have qualified caregivers who could meet the needs of the resident resulting in change in resident condition and hospitalization,4,0,,,Neglect
BA118644,508490,AFH,9/14/2010,"It was reported that on or about September 14, 2010, Licensee failed to Provide basic care to Resident #1 (RV1). Sometime between September 14, 2010 and September 21, 2010 RV1 fell while residing in Licensee's Adult Foster Home (AFH) and broke a bone. Resident #1 took another fall on or about October 4, 2010 resulting in another broke bone. On both occasions Licensee failed to notify RV1's family and physician on the day the falls took place and failed to seek timely medical treatment. Licensee's failures are a violation of Oregon Administrative Rules. Wrongdoing on the part of the Licensee was substantiated.",3,0,,,
SV105777B,508599,AFH,11/22/2010,"The investigator responded to a concern at Reported Perpetrator #1's (RP1) adult foster home. Upon arrival at the home, the investigator determined that Resident #2 (RV2) was home alone. RP1 indicated that RV2 had gone on an outing with his/her family and been dropped off at the adult foster home before he/she could arrive back at the home.",2,0,,,
KF128891,508683,AFH,1/4/2012,"It was reported that on or about January 4, 2012, Licensee failed to provide appropriate care to Resident #1 (RV1). On January 2, 2012, Licensee admitted RV1 into his/her Adult Foster Home (AFH) without completing a proper assessment of RV1's care needs. RV1 was at the AFH for less than 32 hours and Licensee called RV1's family to inform them he/she would not be able to meet RV1's care needs as RV1 was up all night and wouldn't sleep. Licensee's failures are a violation od Oregon Administrative Rules (OARs) Wrongdoing on the part of the Licensee was substantiated.",2,0,,,
KF121758,508685,AFH,12/3/2012,"On or about December 3, 2012, it was alleged that Reported Perpetrator #1 (RP1) failed to protect Reported Victim (RV) from inappropriate verbal comments. Reported Perpetrator #2 (RP2) and RV were having a verbal argument when RP2 yelled ""shut the fuck up! Just shut the fuck up!"" to RV. The licensee failed to protect RV from inappropriate verbal comments. The failure is a violation of Oregon Administrative Rules.",2,0,,,
HB116203,508750,AFH,1/25/2011,"On or about January 25, 2011, it was discovered Licensee failed to provide appropriate foot care to Residents 1, 2, and 3.   Resident 1 had a medical condition require specific foot care regimen.  This failure resulted in discomfort and harm to the residents.",2,600,,,Neglect
CO16107,508750,AFH,4/14/2016,SUSPENSION OF THIS HOME BASED IN PART ON ALLEGATION(S) OF ABUSE AT LICENSEE'S BARLOW ROAD HOME. CONDITIONS WERE PLACED ON BOTH HOMES IN ORDER TO ALLOW DEPT. STAFF TO IDENTIFY NEW PLACEMENTS FOR ALL RESIDENTS BEFORE SUSPENSION(S) WERE SERVED.,4,,,,Neglect
CO16028,508848,AFH,2/9/2016,"Licensee failed to have qualified caregivers. Her CPR/First Aid card expired on March 5, 2015 and the licensee admitted working alone in the AFH between March 15, 2015 and February 8, 2016. The licensee also failed to maintain functional smoke alarms in two bedrooms. Request for CP sanction granted and aggravated by $50.00 for the extended period of time the CPR/First Aid card had been expired.",3,800,,,
NB129662,508920,AFH,3/30/2012,"On or about March 30, 2012, it was reported that the Licensee failed to protect Reported Victim #1 (RV1) from financial exploitation. Reported Perpetrator #2 (RP2) admitted to taking 7 of RV1_x001A_s narcotic prescription pills while at the facility. RP2 admitted to ingesting 4 of those narcotic prescription pills and pocketing the remaining 3 without RV1_x001A_s knowledge.",3,0,,,Financial abuse
CO15059,508949,AFH,3/18/2015,"On March 16, 2015, the licensor conducted an unannounced visit at the licensee_x001A_s adult foster home. Upon arrival ND answered the door and was the only individual on duty. ND is a family member of the resident manager (RI) and is not a qualified caregiver. ND does not have an approved criminal background check as a caregiver. The licensee failed to have a qualified caregiver on duty as required.",3,250,,,
MS105587,508998,AFH,10/27/2010,"On or about November 1, 2010, it was reported that the Licensee failed to provide appropriate care to Resident #1 (RV1). Licensee not  follow education and training provided by Witness #6 (W6) concerning RV1. It Was found that wrongdoing on the part of the licensee was substantiated.",2,0,,,
CO13015,508998,AFH,1/31/2013,"It was reported that on or about January 31, 2013, Licensee failed to protect Resident #1 from financial exploitation. Licensee used Resident #1's debit card to make 4 unauthorized withdrawals from a Bank of America ATM and 8 unauthorized withdrawals from an ATM inside local Purple Parrot gambling establishments. Licensee's failures are a violation of Oregon Administrative Rule and constitute financial abuse. Wrongdoing on the part of the Licensee was substantiated.",3,0,,,Financial abuse
MF132282,508998,AFH,9/10/2012,"It was reported that on or about September 10, 2012, Licensee failed to protect Resident #1 from misappropriation of Funds. Licensee used Resident #1's debit card at a local gambling establishment unauthorized, and made unauthorized ATM withdraws with Resident #1's debit card. Licensee's failures are a violation or Oregon Administrative Rules, are considered financial exploitation and constitute abuse.",3,0,,,Financial abuse
ES116145,508999,AFH,1/14/2010,"On or about January 14, 2011, Licensee failed to contact 911 during an emergency and instead transported Resident 1 to the hospital personally.  Resident 1's suffered moderate to severe harm as his/her condition continued to decline prior to receiving emergency treatment at the hospital.",3,0,,,Neglect
ES146217,508999,AFH,2/27/2014,"Resident #1 (RV) was prescribed Medication #3. An order of 30 tablets was filled by the pharmacy on February 18, 2014. RV_x001A_s Medication Administration Record (MAR) for February 2014 was reviewed. RV was dispensed Medication #3 on February 19, 2014, February 22, 2014 and February 27. 2014. RV_x001A_s February 2014 MAR did not indicate whether 1/2 tablet or 1 tablet was given to RV on each date. A medication count was conducted on February 28, 2014. The total number of tablets that remained of RV_x001A_s Medication #3 was 21, which left 6 tablets unaccounted for. 



Reported Perpetrator #1 (RP1) and Reported Perpetrator #2 (RP2) volunteered to take drug tests. RP1 and RP2 were advised that Medication #3 remains detectable in the system for only seven days. RP1 submitted her sample for testing that same day, February 28, 2014. RP1_x001A_s test result for the presence of Medication #3 was negative. RP2 initially told RP1 that he/she would provide a sample for testing on March 3, 2014. RP2 failed to follow-through with being tested on March 3, 2014. RP2 next reported to RP1 that he/she would comply on either March 6 or March 7, 2014. RP2 delayed the lab test until March 12, 2014.



Loss of RV_x001A_s medication is considered financial exploitation and constitutes abuse. Responsibility for the abuse has been apportioned to RP2.",3,,Not Substantiated,Substantiated,Financial abuse
ES149010,508999,AFH,10/7/2014,"On or about October 22, 2014, it was alleged that Reported Perpetrator #1 (RP1) failed to provide a safe medication administration system for Reported Victim (RV). Reported Perpetrator #2 (RP2) and Reported Perpetrator #3 (RP3) set up and administer RV's medication. RP2 acknowledged that he/she did not initial RV's medication administration record (MAR) on 10/23/2014 as required by Oregon Administrative Rule. RP3 stated that he/she forgets to write things down and he/she doesn't always document everything. RP3 stated that he/she had decided not to administer an ordered medication for RV because RV doesn't need another chemical in his/her system. 



Registered Nurse instructions dated 8/4/2014 instructed RP's to hold all condition medications until further notice. Physician notes dated 8/14/2014 notes that RP's started to administer condition medications to RV again. There was no order from the doctor directing them to do so. RV's doctor confirmed to continue to hold all condition medications.



August 2014 MAR: 

Fifteen entries of administering one discontinued medication from 8/5/2014 through 8/22/2014. 

Two entries of administering a second discontinued medication from 8/5/2014 through 8/22/2014. 

Eight entries of administering a third discontinued medication from 8/5/2014 through 8/22/2014



September 2014 MAR:

Twenty-four entries of administering a discontinued medication from 9/4/2014 through 9/27/2014



RV's clinical care summary dated 10/23/2014 notes that RV is to start a new medication. RV's October 2014 MAR does not list the new medication as required. The licensee failed to provide a safe medication administration system.",3,200,,,
